"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCA12",22.7157178751779,2.24465002007592,0.706597946670579,3.17670045696071,0.0014896080448887,0.0362243711916059
"KCNA5",14.5236954799495,1.43589492960888,0.452109066695582,3.17599233322987,0.00149324897606261,0.0362625469096812
"C2CD4B",15.2457854672588,-1.66556545180592,0.524610490932299,-3.1748611219078,0.00149908229418443,0.0363537837796056
"SPATS1",25.2890409616143,1.8149684837803,0.57291273877217,3.16796670932824,0.00153509097582546,0.0365965264825955
"FAM64A",140.943339952175,1.25519664044709,0.396219065955996,3.16793599373758,0.00153525316711016,0.0365965264825955
"NOX5",8.25811460542185,-1.63905001206887,0.517336874576244,-3.16824508867927,0.00153362173482908,0.0365965264825955
"MYBL1",159.416141831711,1.06575363033724,0.336821499669238,3.16414965013758,0.00155536798085056,0.0367207864230622
"TMEM266",28.5258310942287,-1.09514067866695,0.346125230903512,-3.16400129458414,0.00155616103294947,0.0367207864230622
"FOXA2",756.742397979486,1.17894352390982,0.372789419454513,3.16249191201543,0.00156425080793618,0.0368124561776271
"POPDC2",197.905052293022,1.00522830757583,0.318285661806538,3.15825821958275,0.00158714904419775,0.0370525234864779
"SLCO5A1",132.311152070354,1.41650458892529,0.449867202245757,3.14871718110152,0.00163988818286236,0.0377303576790238
"CCDC36",6.11749799004671,1.71099236560159,0.543345386993997,3.14899584418573,0.00163832525096892,0.0377303576790238
"FPR2",131.80768752538,-1.85992715361101,0.591383743777046,-3.14504274624128,0.00166062563864275,0.037922962108836
"GPC6",381.147835499187,1.03034445034101,0.328666813112353,3.13492086585815,0.00171900476086559,0.0389157912813786
"MCP-1",2475.3135837609,-1.57064449401041,0.501625611064331,-3.13110905696756,0.00174147477556084,0.0392931467078541
"SYT9",39.7420334566077,1.14772634681359,0.367808592549125,3.12044462816701,0.00180578244141606,0.0401236608715149
"STMN2",157.123939927144,1.83985281627642,0.590333491742825,3.11663295749098,0.00182929170874455,0.0404407430914247
"NFAM1",630.309858641362,-1.26015965476511,0.404279280532223,-3.11705228402047,0.00182669172635181,0.0404407430914247
"BCL2A1",1291.78400788577,-1.07162466201674,0.343803520439704,-3.11696826328654,0.00182721241434802,0.0404407430914247
"B3GALT1",21.5564891099891,1.19301860581645,0.383107855021653,3.11405414997043,0.00184535618997924,0.0406419390318825
"SIGLEC5",933.529898312585,-1.14423856284974,0.367421141587142,-3.11424257707926,0.00184417802292527,0.0406419390318825
"IL32",8265.3065936512,-1.12247938307949,0.360545789784338,-3.11327829885603,0.00185021459804519,0.0406466843126389
"FGF10",159.652264467311,1.15850073012957,0.372540594104734,3.10973018366927,0.00187258314207726,0.0408816187464224
"ADRA1A",423.41766333564,1.35079712149558,0.435322694983959,3.10297886386409,0.00191583322505283,0.0413973987650284
"PCDH10",561.742640513441,1.51764904301267,0.489158494442607,3.10257117121522,0.00191847411478804,0.0413973987650284
"RBM20",71.5130820615721,1.24593097079036,0.402103123377202,3.09853591866181,0.00194479394138586,0.0417296533329964
"CNTN3",39.5344574601614,1.70996207104062,0.552679729059273,3.0939475090776,0.0019751242819935,0.0422167665093191
"HCST",293.732333657069,-1.52818469983862,0.494033234938963,-3.09328318777466,0.00197955139095042,0.0422167665093191
"SELE",28.8435799266639,-1.21197551125254,0.392344289886439,-3.08906117023735,0.0020079009269642,0.0423570329279713
"UBE2QL1",232.245170798658,-2.08241126452154,0.673797633055505,-3.09055888943735,0.00199780183886535,0.0423570329279713
"ARG1",8314.08846315116,-1.23662457539699,0.400523046040364,-3.08752414529565,0.00201831374643685,0.0424233558059578
"HSPB2",24.3192159441793,1.32332200175336,0.428864822292037,3.08563895420697,0.00203115292788979,0.0424761798117642
"CXCR2",68.8452493823516,-1.25242019744833,0.406127189148831,-3.08381273382158,0.00204366190819993,0.042648958701636
"LGR6",74.4510753730208,2.10408648356928,0.68264606552691,3.08225094939236,0.00205441562189558,0.0427208836279253
"KCNN2",898.342522408065,1.19821813055559,0.388747983467176,3.08224912157457,0.00205442823774705,0.0427208836279253
"IL34",140.698209345111,-1.12696793774681,0.365879275648664,-3.08016335647549,0.00206887088239737,0.0428631522505462
"GDF10",16.6614280961594,1.53424602596054,0.498405884678149,3.07830640272494,0.00208180746035734,0.0430346715742582
"CTSD",16551.5967704341,-1.18783400217784,0.388018826191402,-3.06127930398898,0.0022039340000521,0.0449751519894082
"GPR137C",19.4257862591584,1.26577308497962,0.414812525344588,3.05143410008687,0.00227751036839018,0.0457404265365895
"SHH",175.940175227628,1.52810914699931,0.501482405927628,3.04718396684857,0.00230996287592221,0.045970605074975
"IAPP",8.41022912212793,1.72591237728838,0.566742022673598,3.04532275398674,0.00232430733448771,0.0460365352031055
"SLC51A",1355.19662766121,-1.58506891462831,0.520736016373582,-3.04390106462534,0.00233531926898827,0.0461502314680763
"CLGN",21.8572735264192,1.09106973879133,0.359703378197913,3.03324851786911,0.00241936268035757,0.0470673568559786
"LUZP2",121.503659320837,1.60239938515154,0.528688690209068,3.03089401159285,0.0024383082251021,0.0471723815191986
"PLK3",215.249748372257,-1.06635129759206,0.351939980907933,-3.02992372404263,0.00244615507752689,0.0471723815191986
"ITGBL1",75.5178513943428,1.2848927363764,0.424680650510798,3.02555045734002,0.00248180991205614,0.0475947532860799
"FAM131C",91.8469620755604,-1.98234192714899,0.655507998298895,-3.02413079976651,0.00249348608066771,0.0477554192055635
"CASP4",1274.98517858728,-1.25391327374411,0.414810605110752,-3.02285731920793,0.00250400273430927,0.0478108875409172
"CFP",2873.4325066943,-1.06679959244551,0.353255633850515,-3.01990822005386,0.00252851294280247,0.0480691999082827
"ZBED2",18.0283100217793,1.6425739454422,0.544583560410286,3.01620185560631,0.00255962800213125,0.04834576773389
"PTP4A3",102.580958656916,1.01177122525694,0.335912943306553,3.01200428687739,0.00259528932410508,0.0488612051352214
"KCNA1",22.4717912752215,2.97879191198885,0.991382593852254,3.00468449865964,0.00265856464011934,0.0497026384045717
"UGT3A2",22.5474762134095,-1.60085847646813,0.532813685895176,-3.00453708087197,0.00265985334314259,0.0497026384045717
"KCTD16",17.3846481071029,1.05501312377657,0.351270589328406,3.00342002953805,0.00266963699915354,0.049779205770159
